"NIS5","TX_DESCR_NL","TX_DESCR_FR","TX_ADM_DSTR_DESCR_NL","TX_ADM_DSTR_DESCR_FR","PROVINCE","REGION","CASES"
"11001","Aartselaar","Aartselaar","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","579"
"11002","Antwerpen","Anvers","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","27868"
"11004","Boechout","Boechout","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","374"
"11005","Boom","Boom","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","833"
"11007","Borsbeek","Borsbeek","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","459"
"11008","Brasschaat","Brasschaat","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","1112"
"11009","Brecht","Brecht","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","875"
"11013","Edegem","Edegem","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","751"
"11016","Essen","Essen","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","533"
"11018","Hemiksem","Hemiksem","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","537"
"11021","Hove (Antwerpen)","Hove (Anvers)","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","259"
"11022","Kalmthout","Kalmthout","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","487"
"11023","Kapellen (Antwerpen)","Kapellen (Anvers)","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","898"
"11024","Kontich","Kontich","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","596"
"11025","Lint","Lint","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","236"
"11029","Mortsel","Mortsel","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","823"
"11030","Niel","Niel","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","415"
"11035","Ranst","Ranst","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","548"
"11037","Rumst","Rumst","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","500"
"11038","Schelle","Schelle","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","324"
"11039","Schilde","Schilde","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","702"
"11040","Schoten","Schoten","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","1079"
"11044","Stabroek","Stabroek","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","661"
"11050","Wijnegem","Wijnegem","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","394"
"11052","Wommelgem","Wommelgem","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","443"
"11053","Wuustwezel","Wuustwezel","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","569"
"11054","Zandhoven","Zandhoven","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","357"
"11055","Zoersel","Zoersel","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","749"
"11056","Zwijndrecht","Zwijndrecht","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","746"
"11057","Malle","Malle","Arrondissement Antwerpen","Arrondissement d’Anvers","Antwerpen","Flanders","528"
"12002","Berlaar","Berlaar","Arrondissement Mechelen","Arrondissement de Malines","Antwerpen","Flanders","255"
"12005","Bonheiden","Bonheiden","Arrondissement Mechelen","Arrondissement de Malines","Antwerpen","Flanders","361"
"12007","Bornem","Bornem","Arrondissement Mechelen","Arrondissement de Malines","Antwerpen","Flanders","688"
"12009","Duffel","Duffel","Arrondissement Mechelen","Arrondissement de Malines","Antwerpen","Flanders","546"
"12014","Heist-op-den-Berg","Heist-op-den-Berg","Arrondissement Mechelen","Arrondissement de Malines","Antwerpen","Flanders","1088"
"12021","Lier","Lierre","Arrondissement Mechelen","Arrondissement de Malines","Antwerpen","Flanders","1073"
"12025","Mechelen","Malines","Arrondissement Mechelen","Arrondissement de Malines","Antwerpen","Flanders","3433"
"12026","Nijlen","Nijlen","Arrondissement Mechelen","Arrondissement de Malines","Antwerpen","Flanders","600"
"12029","Putte","Putte","Arrondissement Mechelen","Arrondissement de Malines","Antwerpen","Flanders","440"
"12035","Sint-Katelijne-Waver","Sint-Katelijne-Waver","Arrondissement Mechelen","Arrondissement de Malines","Antwerpen","Flanders","699"
"12040","Willebroek","Willebroek","Arrondissement Mechelen","Arrondissement de Malines","Antwerpen","Flanders","1094"
"12041","Puurs-Sint-Amands","Puurs-Sint-Amands","Arrondissement Mechelen","Arrondissement de Malines","Antwerpen","Flanders","904"
"13001","Arendonk","Arendonk","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","515"
"13002","Baarle-Hertog","Baerle-Duc","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","75"
"13003","Balen","Balen","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","699"
"13004","Beerse","Beerse","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","618"
"13006","Dessel","Dessel","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","300"
"13008","Geel","Geel","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","1023"
"13010","Grobbendonk","Grobbendonk","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","269"
"13011","Herentals","Herentals","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","810"
"13012","Herenthout","Herenthout","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","219"
"13013","Herselt","Herselt","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","309"
"13014","Hoogstraten","Hoogstraten","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","689"
"13016","Hulshout","Hulshout","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","255"
"13017","Kasterlee","Kasterlee","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","512"
"13019","Lille","Lille","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","490"
"13021","Meerhout","Meerhout","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","233"
"13023","Merksplas","Merksplas","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","388"
"13025","Mol","Mol","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","1157"
"13029","Olen","Olen","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","430"
"13031","Oud-Turnhout","Oud-Turnhout","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","429"
"13035","Ravels","Ravels","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","478"
"13036","Retie","Retie","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","521"
"13037","Rijkevorsel","Rijkevorsel","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","467"
"13040","Turnhout","Turnhout","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","1479"
"13044","Vorselaar","Vorselaar","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","201"
"13046","Vosselaar","Vosselaar","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","275"
"13049","Westerlo","Westerlo","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","569"
"13053","Laakdal","Laakdal","Arrondissement Turnhout","Arrondissement de Turnhout","Antwerpen","Flanders","367"
"21001","Anderlecht","Anderlecht","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale","Brussels","Brussels","8511"
"21002","Oudergem","Auderghem","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale","Brussels","Brussels","1742"
"21003","Sint-Agatha-Berchem","Berchem-Sainte-Agathe","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale","Brussels","Brussels","1849"
"21004","Brussel","Bruxelles","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale","Brussels","Brussels","11910"
"21005","Etterbeek","Etterbeek","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale","Brussels","Brussels","2684"
"21006","Evere","Evere","Arrondissement Brussel-Hoofdstad","Arrondissement de Bruxelles-Capitale","Brussels","Brussels","2945"
