city,nis,date,delta,total
Zonnebeke,33037,2020-04-15,2,34
Zonnebeke,33037,2020-04-16,0,34
Zonnebeke,33037,2020-04-17,0,34
Zonnebeke,33037,2020-04-18,0,34
Zonnebeke,33037,2020-04-19,0,34
Zonnebeke,33037,2020-04-20,0,34
Zonnebeke,33037,2020-04-21,1,35
Zonnebeke,33037,2020-04-22,0,35
Zonnebeke,33037,2020-04-23,1,36
Zonnebeke,33037,2020-04-24,0,36
Zonnebeke,33037,2020-04-25,1,37
Zonnebeke,33037,2020-04-26,1,38
Zonnebeke,33037,2020-04-27,0,38
Zonnebeke,33037,2020-04-28,0,38
Zonnebeke,33037,2020-04-29,0,38
Zonnebeke,33037,2020-04-30,1,39
Zonnebeke,33037,2020-05-01,1,40
Zonnebeke,33037,2020-05-02,0,40
Zonnebeke,33037,2020-05-03,1,41
Zonnebeke,33037,2020-05-04,0,41
Zonnebeke,33037,2020-05-05,0,41
Zonnebeke,33037,2020-05-06,0,41
Zonnebeke,33037,2020-05-07,0,41
Zonnebeke,33037,2020-05-08,1,42
Zonnebeke,33037,2020-05-09,0,42
Zonnebeke,33037,2020-05-10,0,42
Zonnebeke,33037,2020-05-11,0,42
Zonnebeke,33037,2020-05-12,0,42
Zonnebeke,33037,2020-05-13,0,42
Zonnebeke,33037,2020-05-14,0,42
Zonnebeke,33037,2020-05-15,1,43
Zonnebeke,33037,2020-05-16,0,43
Zonnebeke,33037,2020-05-17,0,43
Zonnebeke,33037,2020-05-18,2,45
Zonnebeke,33037,2020-05-19,1,46
Zonnebeke,33037,2020-05-20,1,47
Zonnebeke,33037,2020-05-21,1,48
Zonnebeke,33037,2020-05-22,0,48
Zonnebeke,33037,2020-05-23,0,48
Zonnebeke,33037,2020-05-24,0,48
Zonnebeke,33037,2020-05-25,0,48
Zonnebeke,33037,2020-05-26,0,48
Zonnebeke,33037,2020-05-27,0,48
Zonnebeke,33037,2020-05-28,0,48
Zonnebeke,33037,2020-05-29,0,48
Zonnebeke,33037,2020-05-30,0,48
Zonnebeke,33037,2020-05-31,0,48
Zonnebeke,33037,2020-06-01,0,48
Zonnebeke,33037,2020-06-02,0,48
Zonnebeke,33037,2020-06-03,0,48
Zonnebeke,33037,2020-06-04,0,48
Zonnebeke,33037,2020-06-05,0,48
Zonnebeke,33037,2020-06-06,0,48
Zonnebeke,33037,2020-06-07,0,48
Zonnebeke,33037,2020-06-08,0,48
Zonnebeke,33037,2020-06-09,0,48
Zonnebeke,33037,2020-06-10,0,48
Zonnebeke,33037,2020-06-11,0,48
Zonnebeke,33037,2020-06-12,0,48
Zonnebeke,33037,2020-06-13,0,48
Zonnebeke,33037,2020-06-14,0,48
Zonnebeke,33037,2020-06-15,0,48
Zonnebeke,33037,2020-06-16,0,48
Zonnebeke,33037,2020-06-17,0,48
Zonnebeke,33037,2020-06-18,0,48
Zonnebeke,33037,2020-06-19,0,48
Zonnebeke,33037,2020-06-20,0,48
Zonnebeke,33037,2020-06-23,1,49
Zonnebeke,33037,2020-06-24,1,50
Zonnebeke,33037,2020-06-25,0,50
Zonnebeke,33037,2020-06-26,0,50
Zonnebeke,33037,2020-06-27,0,50
Zonnebeke,33037,2020-06-30,0,50
Zonnebeke,33037,2020-07-01,0,50
Zonnebeke,33037,2020-07-02,0,50
Zonnebeke,33037,2020-07-03,0,50
Zonnebeke,33037,2020-07-04,1,51
Zonnebeke,33037,2020-07-07,2,53
Zonnebeke,33037,2020-07-08,0,53
Zonnebeke,33037,2020-07-09,0,53
Zonnebeke,33037,2020-07-10,0,53
Zonnebeke,33037,2020-07-11,0,53
Zonnebeke,33037,2020-07-14,0,53
Zonnebeke,33037,2020-07-15,1,54
Zonnebeke,33037,2020-07-16,0,54
Zonnebeke,33037,2020-07-17,0,54
Zonnebeke,33037,2020-07-18,1,55
Zonnebeke,33037,2020-07-20,0,55
Zonnebeke,33037,2020-07-21,1,56
Zonnebeke,33037,2020-07-22,0,56
Zonnebeke,33037,2020-07-23,0,56
Zonnebeke,33037,2020-07-24,1,57
Zonnebeke,33037,2020-07-25,0,57
Zonnebeke,33037,2020-07-26,1,58
Zonnebeke,33037,2020-07-27,0,58
Zonnebeke,33037,2020-07-28,0,58
Zonnebeke,33037,2020-07-29,0,58
Zonnebeke,33037,2020-07-30,0,58
Zonnebeke,33037,2020-07-31,0,58
Zonnebeke,33037,2020-08-01,1,59
Zonnebeke,33037,2020-08-02,0,59
Zonnebeke,33037,2020-08-03,1,60
Zonnebeke,33037,2020-08-04,0,60
Zonnebeke,33037,2020-08-05,0,60
Zonnebeke,33037,2020-08-06,0,60
Zonnebeke,33037,2020-08-07,1,61
Zonnebeke,33037,2020-08-08,1,62
Zonnebeke,33037,2020-08-09,0,62
Zonnebeke,33037,2020-08-10,0,62
Zonnebeke,33037,2020-08-11,0,62
Zonnebeke,33037,2020-08-12,0,62
Zonnebeke,33037,2020-08-13,0,62
Zonnebeke,33037,2020-08-14,0,62
Zonnebeke,33037,2020-08-15,0,62
Zonnebeke,33037,2020-08-16,0,62
Zonnebeke,33037,2020-08-17,0,62
Zonnebeke,33037,2020-08-18,0,62
Zonnebeke,33037,2020-08-19,0,62
Zonnebeke,33037,2020-08-20,0,62
Zonnebeke,33037,2020-08-21,0,62
Zonnebeke,33037,2020-08-22,0,62
Zonnebeke,33037,2020-08-23,0,62
Zonnebeke,33037,2020-08-24,0,62
Zonnebeke,33037,2020-08-25,0,62
Zonnebeke,33037,2020-08-26,0,62
Zonnebeke,33037,2020-08-27,0,62
Zonnebeke,33037,2020-08-28,0,62
Zonnebeke,33037,2020-08-29,0,62
Zonnebeke,33037,2020-08-30,0,62
Zonnebeke,33037,2020-08-31,0,62
Zonnebeke,33037,2020-09-01,0,62
Zonnebeke,33037,2020-09-02,0,62
Zonnebeke,33037,2020-09-03,0,62
Zonnebeke,33037,2020-09-04,0,62
Zonnebeke,33037,2020-09-05,0,62
Zonnebeke,33037,2020-09-06,0,62
Zonnebeke,33037,2020-09-07,0,62
Zonnebeke,33037,2020-09-08,0,62
Zonnebeke,33037,2020-09-09,1,63
Zonnebeke,33037,2020-09-10,0,63
Zonnebeke,33037,2020-09-11,5,68
Zonnebeke,33037,2020-09-12,0,68
Zonnebeke,33037,2020-09-13,1,69
Zonnebeke,33037,2020-09-14,1,70
Zonnebeke,33037,2020-09-15,2,72
Zonnebeke,33037,2020-09-16,1,73
Zonnebeke,33037,2020-09-17,10,83
Zonnebeke,33037,2020-09-18,3,86
Zonnebeke,33037,2020-09-19,3,89
Zonnebeke,33037,2020-09-20,2,91
Zonnebeke,33037,2020-09-21,2,93
Zonnebeke,33037,2020-09-22,2,95
Zonnebeke,33037,2020-09-23,2,97
Zonnebeke,33037,2020-09-24,1,98
Zonnebeke,33037,2020-09-25,3,101
Zonnebeke,33037,2020-09-26,3,104
Zonnebeke,33037,2020-09-27,3,107
Zonnebeke,33037,2020-09-28,0,107
Zonnebeke,33037,2020-09-29,1,108
Zonnebeke,33037,2020-09-30,3,111
Zonnebeke,33037,2020-10-01,2,113
Zonnebeke,33037,2020-10-02,5,118
Zonnebeke,33037,2020-10-03,4,122
Zonnebeke,33037,2020-10-04,2,124
Zonnebeke,33037,2020-10-05,6,130
Zonnebeke,33037,2020-10-06,4,134
Zonnebeke,33037,2020-10-07,2,136
Zonnebeke,33037,2020-10-08,8,144
Zonnebeke,33037,2020-10-09,5,149
Zonnebeke,33037,2020-10-10,8,157
Zonnebeke,33037,2020-10-11,13,170
Zonnebeke,33037,2020-10-12,12,182
Zonnebeke,33037,2020-10-13,3,185
Zonnebeke,33037,2020-10-14,11,196
Zonnebeke,33037,2020-10-15,10,206
Zonnebeke,33037,2020-10-16,23,229
Zonnebeke,33037,2020-10-17,9,238
Zonnebeke,33037,2020-10-18,19,257
Zonnebeke,33037,2020-10-19,18,275
Zonnebeke,33037,2020-10-20,12,287
Zonnebeke,33037,2020-10-21,7,294
Zonnebeke,33037,2020-10-22,24,318
Zonnebeke,33037,2020-10-23,12,330
Zonnebeke,33037,2020-10-24,15,345
Zonnebeke,33037,2020-10-25,9,354
Zonnebeke,33037,2020-10-26,14,368
Zonnebeke,33037,2020-10-27,15,383
Zonnebeke,33037,2020-10-28,4,387
Zonnebeke,33037,2020-10-29,24,411
Zonnebeke,33037,2020-10-30,12,423
Zonnebeke,33037,2020-10-31,17,440
Zonnebeke,33037,2020-11-01,13,453
Zonnebeke,33037,2020-11-02,12,465
Zonnebeke,33037,2020-11-03,5,470
Zonnebeke,33037,2020-11-04,16,486
Zonnebeke,33037,2020-11-05,11,497
Zonnebeke,33037,2020-11-06,8,505
Zonnebeke,33037,2020-11-07,3,508
Zonnebeke,33037,2020-11-08,7,515
Zonnebeke,33037,2020-11-09,7,522
Zonnebeke,33037,2020-11-10,0,522
Zonnebeke,33037,2020-11-11,3,525
Heuvelland,33039,2020-04-01,0,8
Heuvelland,33039,2020-04-02,0,8
Heuvelland,33039,2020-04-03,0,8
Heuvelland,33039,2020-04-04,0,8
Heuvelland,33039,2020-04-05,0,8
Heuvelland,33039,2020-04-06,0,8
Heuvelland,33039,2020-04-07,0,8
Heuvelland,33039,2020-04-08,0,8
Heuvelland,33039,2020-04-09,1,9
Heuvelland,33039,2020-04-10,0,9
Heuvelland,33039,2020-04-11,0,9
Heuvelland,33039,2020-04-12,1,10
Heuvelland,33039,2020-04-13,0,10
Heuvelland,33039,2020-04-14,1,11
Heuvelland,33039,2020-04-15,1,12
Heuvelland,33039,2020-04-16,2,14
Heuvelland,33039,2020-04-17,0,14
Heuvelland,33039,2020-04-18,0,14
Heuvelland,33039,2020-04-19,0,14
Heuvelland,33039,2020-04-20,0,14
Heuvelland,33039,2020-04-21,0,14
Heuvelland,33039,2020-04-22,1,15
Heuvelland,33039,2020-04-23,0,15
Heuvelland,33039,2020-04-24,0,15
Heuvelland,33039,2020-04-25,0,15
Heuvelland,33039,2020-04-26,1,16
Heuvelland,33039,2020-04-27,0,16
Heuvelland,33039,2020-04-28,0,16
Heuvelland,33039,2020-04-29,0,16
Heuvelland,33039,2020-04-30,0,16
Heuvelland,33039,2020-05-01,0,16
Heuvelland,33039,2020-05-02,0,16
Heuvelland,33039,2020-05-03,0,16
Heuvelland,33039,2020-05-04,0,16
Heuvelland,33039,2020-05-05,0,16
Heuvelland,33039,2020-05-06,0,16
Heuvelland,33039,2020-05-07,1,17
Heuvelland,33039,2020-05-08,0,17
Heuvelland,33039,2020-05-09,0,17
Heuvelland,33039,2020-05-10,0,17
Heuvelland,33039,2020-05-11,0,17
Heuvelland,33039,2020-05-12,0,17
Heuvelland,33039,2020-05-13,0,17
Heuvelland,33039,2020-05-14,0,17
Heuvelland,33039,2020-05-15,1,18
Heuvelland,33039,2020-05-16,0,18
Heuvelland,33039,2020-05-17,0,18
Heuvelland,33039,2020-05-18,1,19
Heuvelland,33039,2020-05-19,0,19
Heuvelland,33039,2020-05-20,1,20
Heuvelland,33039,2020-05-21,0,20
Heuvelland,33039,2020-05-22,0,20
Heuvelland,33039,2020-05-23,0,20
Heuvelland,33039,2020-05-24,0,20
Heuvelland,33039,2020-05-25,0,20
Heuvelland,33039,2020-05-26,0,20
Heuvelland,33039,2020-05-27,0,20
Heuvelland,33039,2020-05-28,0,20
Heuvelland,33039,2020-05-29,0,20
Heuvelland,33039,2020-05-30,1,21
Heuvelland,33039,2020-05-31,0,21
Heuvelland,33039,2020-06-01,0,21
Heuvelland,33039,2020-06-02,0,21
Heuvelland,33039,2020-06-03,0,21
Heuvelland,33039,2020-06-04,0,21
Heuvelland,33039,2020-06-05,0,21
Heuvelland,33039,2020-06-06,0,21
Heuvelland,33039,2020-06-07,0,21
Heuvelland,33039,2020-06-08,0,21
Heuvelland,33039,2020-06-09,0,21
Heuvelland,33039,2020-06-10,0,21
Heuvelland,33039,2020-06-11,1,22
Heuvelland,33039,2020-06-12,0,22
Heuvelland,33039,2020-06-13,0,22
Heuvelland,33039,2020-06-14,0,22
Heuvelland,33039,2020-06-15,0,22
Heuvelland,33039,2020-06-16,0,22
Heuvelland,33039,2020-06-17,0,22
Heuvelland,33039,2020-06-18,0,22
Heuvelland,33039,2020-06-19,0,22
Heuvelland,33039,2020-06-20,0,22
Heuvelland,33039,2020-06-23,0,22
Heuvelland,33039,2020-06-24,0,22
Heuvelland,33039,2020-06-25,0,22
Heuvelland,33039,2020-06-26,0,22
Heuvelland,33039,2020-06-27,0,22
Heuvelland,33039,2020-06-30,0,22
Heuvelland,33039,2020-07-01,0,22
Heuvelland,33039,2020-07-02,0,22
Heuvelland,33039,2020-07-03,0,22
Heuvelland,33039,2020-07-04,0,22
Heuvelland,33039,2020-07-07,1,23
Heuvelland,33039,2020-07-08,0,23
Heuvelland,33039,2020-07-09,0,23
Heuvelland,33039,2020-07-10,0,23
Heuvelland,33039,2020-07-11,0,23
Heuvelland,33039,2020-07-14,0,23
Heuvelland,33039,2020-07-15,0,23
Heuvelland,33039,2020-07-16,0,23
Heuvelland,33039,2020-07-17,0,23
Heuvelland,33039,2020-07-18,0,23
Heuvelland,33039,2020-07-20,0,23
Heuvelland,33039,2020-07-21,0,23
Heuvelland,33039,2020-07-22,0,23
Heuvelland,33039,2020-07-23,0,23
Heuvelland,33039,2020-07-24,0,23
Heuvelland,33039,2020-07-25,0,23
Heuvelland,33039,2020-07-26,0,23
Heuvelland,33039,2020-07-27,0,23
Heuvelland,33039,2020-07-28,0,23
Heuvelland,33039,2020-07-29,0,23
Heuvelland,33039,2020-07-30,0,23
Heuvelland,33039,2020-07-31,0,23
Heuvelland,33039,2020-08-01,0,23
Heuvelland,33039,2020-08-02,0,23
Heuvelland,33039,2020-08-03,0,23
Heuvelland,33039,2020-08-04,0,23
Heuvelland,33039,2020-08-05,0,23
Heuvelland,33039,2020-08-06,0,23
Heuvelland,33039,2020-08-07,0,23
Heuvelland,33039,2020-08-08,0,23
Heuvelland,33039,2020-08-09,0,23
Heuvelland,33039,2020-08-10,0,23
Heuvelland,33039,2020-08-11,0,23
Heuvelland,33039,2020-08-12,0,23
Heuvelland,33039,2020-08-13,0,23
Heuvelland,33039,2020-08-14,0,23
Heuvelland,33039,2020-08-15,0,23
Heuvelland,33039,2020-08-16,0,23
Heuvelland,33039,2020-08-17,0,23
Heuvelland,33039,2020-08-18,0,23
Heuvelland,33039,2020-08-19,0,23
Heuvelland,33039,2020-08-20,0,23
Heuvelland,33039,2020-08-21,0,23
Heuvelland,33039,2020-08-22,1,24
Heuvelland,33039,2020-08-23,0,24
Heuvelland,33039,2020-08-24,0,24
Heuvelland,33039,2020-08-25,0,24
Heuvelland,33039,2020-08-26,0,24
Heuvelland,33039,2020-08-27,0,24
Heuvelland,33039,2020-08-28,0,24
Heuvelland,33039,2020-08-29,0,24
Heuvelland,33039,2020-08-30,0,24
Heuvelland,33039,2020-08-31,0,24
Heuvelland,33039,2020-09-01,0,24
Heuvelland,33039,2020-09-02,0,24
Heuvelland,33039,2020-09-03,0,24
Heuvelland,33039,2020-09-04,0,24
Heuvelland,33039,2020-09-05,0,24
Heuvelland,33039,2020-09-06,1,25
Heuvelland,33039,2020-09-07,0,25
Heuvelland,33039,2020-09-08,4,29
Heuvelland,33039,2020-09-09,3,32
Heuvelland,33039,2020-09-10,0,32
Heuvelland,33039,2020-09-11,5,37
Heuvelland,33039,2020-09-12,1,38
Heuvelland,33039,2020-09-13,2,40
Heuvelland,33039,2020-09-14,2,42
Heuvelland,33039,2020-09-15,0,42
Heuvelland,33039,2020-09-16,2,44
Heuvelland,33039,2020-09-17,5,49
Heuvelland,33039,2020-09-18,4,53
Heuvelland,33039,2020-09-19,6,59
Heuvelland,33039,2020-09-20,1,60
Heuvelland,33039,2020-09-21,3,63
Heuvelland,33039,2020-09-22,1,64
Heuvelland,33039,2020-09-23,1,65
Heuvelland,33039,2020-09-24,4,69
Heuvelland,33039,2020-09-25,2,71
Heuvelland,33039,2020-09-26,0,71
Heuvelland,33039,2020-09-27,1,72
Heuvelland,33039,2020-09-28,0,72
Heuvelland,33039,2020-09-29,0,72
Heuvelland,33039,2020-09-30,0,72
Heuvelland,33039,2020-10-01,0,72
Heuvelland,33039,2020-10-02,2,74
Heuvelland,33039,2020-10-03,0,74
Heuvelland,33039,2020-10-04,0,74
Heuvelland,33039,2020-10-05,1,75
Heuvelland,33039,2020-10-06,0,75
Heuvelland,33039,2020-10-07,0,75
Heuvelland,33039,2020-10-08,4,79
Heuvelland,33039,2020-10-09,2,81
Heuvelland,33039,2020-10-10,2,83
Heuvelland,33039,2020-10-11,7,90
Heuvelland,33039,2020-10-12,5,95
Heuvelland,33039,2020-10-13,1,96
Heuvelland,33039,2020-10-14,5,101
Heuvelland,33039,2020-10-15,0,101
Heuvelland,33039,2020-10-16,9,110
Heuvelland,33039,2020-10-17,2,112
Heuvelland,33039,2020-10-18,12,124
Heuvelland,33039,2020-10-19,5,129
Heuvelland,33039,2020-10-20,6,135
Heuvelland,33039,2020-10-21,5,140
Heuvelland,33039,2020-10-22,10,150
Heuvelland,33039,2020-10-23,4,154
Heuvelland,33039,2020-10-24,13,167
Heuvelland,33039,2020-10-25,14,181
Heuvelland,33039,2020-10-26,9,190
Heuvelland,33039,2020-10-27,10,200
Heuvelland,33039,2020-10-28,6,206
Heuvelland,33039,2020-10-29,11,217
Heuvelland,33039,2020-10-30,11,228
Heuvelland,33039,2020-10-31,10,238
Heuvelland,33039,2020-11-01,4,242
Heuvelland,33039,2020-11-02,4,246
Heuvelland,33039,2020-11-03,4,250
Heuvelland,33039,2020-11-04,9,259
Heuvelland,33039,2020-11-05,10,269
Heuvelland,33039,2020-11-06,9,278
Heuvelland,33039,2020-11-07,11,289
Heuvelland,33039,2020-11-08,8,297
Heuvelland,33039,2020-11-09,3,300
Heuvelland,33039,2020-11-10,1,301
Heuvelland,33039,2020-11-11,2,303
Langemark-Poelkapelle,33040,2020-04-01,1,11
Langemark-Poelkapelle,33040,2020-04-02,0,11
Langemark-Poelkapelle,33040,2020-04-03,3,14
Langemark-Poelkapelle,33040,2020-04-04,0,14
Langemark-Poelkapelle,33040,2020-04-05,0,14
Langemark-Poelkapelle,33040,2020-04-06,0,14
Langemark-Poelkapelle,33040,2020-04-07,0,14
Langemark-Poelkapelle,33040,2020-04-08,0,14
Langemark-Poelkapelle,33040,2020-04-09,3,17
Langemark-Poelkapelle,33040,2020-04-10,0,17
Langemark-Poelkapelle,33040,2020-04-11,0,17
Langemark-Poelkapelle,33040,2020-04-12,1,18
Langemark-Poelkapelle,33040,2020-04-13,1,19
Langemark-Poelkapelle,33040,2020-04-14,0,19
Langemark-Poelkapelle,33040,2020-04-15,0,19
Langemark-Poelkapelle,33040,2020-04-16,1,20
Langemark-Poelkapelle,33040,2020-04-17,2,22
Langemark-Poelkapelle,33040,2020-04-18,1,23
Langemark-Poelkapelle,33040,2020-04-19,2,25
Langemark-Poelkapelle,33040,2020-04-20,1,26
Langemark-Poelkapelle,33040,2020-04-21,0,26
Langemark-Poelkapelle,33040,2020-04-22,0,26
Langemark-Poelkapelle,33040,2020-04-23,0,26
Langemark-Poelkapelle,33040,2020-04-24,0,26
Langemark-Poelkapelle,33040,2020-04-25,0,26
Langemark-Poelkapelle,33040,2020-04-26,0,26
Langemark-Poelkapelle,33040,2020-04-27,0,26
Langemark-Poelkapelle,33040,2020-04-28,0,26
Langemark-Poelkapelle,33040,2020-04-29,0,26
Langemark-Poelkapelle,33040,2020-04-30,0,26
Langemark-Poelkapelle,33040,2020-05-01,0,26
Langemark-Poelkapelle,33040,2020-05-02,1,27
Langemark-Poelkapelle,33040,2020-05-03,0,27
Langemark-Poelkapelle,33040,2020-05-04,0,27
Langemark-Poelkapelle,33040,2020-05-05,0,27
Langemark-Poelkapelle,33040,2020-05-06,0,27
Langemark-Poelkapelle,33040,2020-05-07,2,29
Langemark-Poelkapelle,33040,2020-05-08,0,29
Langemark-Poelkapelle,33040,2020-05-09,0,29
Langemark-Poelkapelle,33040,2020-05-10,0,29
Langemark-Poelkapelle,33040,2020-05-11,0,29
Langemark-Poelkapelle,33040,2020-05-12,0,29
Langemark-Poelkapelle,33040,2020-05-13,0,29
Langemark-Poelkapelle,33040,2020-05-14,0,29
Langemark-Poelkapelle,33040,2020-05-15,1,30
Langemark-Poelkapelle,33040,2020-05-16,1,31
Langemark-Poelkapelle,33040,2020-05-17,0,31
Langemark-Poelkapelle,33040,2020-05-18,0,31
Langemark-Poelkapelle,33040,2020-05-19,0,31
Langemark-Poelkapelle,33040,2020-05-20,2,33
Langemark-Poelkapelle,33040,2020-05-21,1,34
Langemark-Poelkapelle,33040,2020-05-22,0,34
Langemark-Poelkapelle,33040,2020-05-23,1,35
Langemark-Poelkapelle,33040,2020-05-24,0,35
Langemark-Poelkapelle,33040,2020-05-25,0,35
Langemark-Poelkapelle,33040,2020-05-26,0,35
Langemark-Poelkapelle,33040,2020-05-27,0,35
Langemark-Poelkapelle,33040,2020-05-28,0,35
Langemark-Poelkapelle,33040,2020-05-29,0,35
Langemark-Poelkapelle,33040,2020-05-30,0,35
Langemark-Poelkapelle,33040,2020-05-31,0,35
Langemark-Poelkapelle,33040,2020-06-01,0,35
Langemark-Poelkapelle,33040,2020-06-02,0,35
Langemark-Poelkapelle,33040,2020-06-03,0,35
Langemark-Poelkapelle,33040,2020-06-04,0,35
Langemark-Poelkapelle,33040,2020-06-05,0,35
Langemark-Poelkapelle,33040,2020-06-06,0,35
Langemark-Poelkapelle,33040,2020-06-07,0,35
Langemark-Poelkapelle,33040,2020-06-08,0,35
Langemark-Poelkapelle,33040,2020-06-09,0,35
Langemark-Poelkapelle,33040,2020-06-10,0,35
Langemark-Poelkapelle,33040,2020-06-11,0,35
Langemark-Poelkapelle,33040,2020-06-12,0,35
Langemark-Poelkapelle,33040,2020-06-13,0,35
Langemark-Poelkapelle,33040,2020-06-14,0,35
Langemark-Poelkapelle,33040,2020-06-15,0,35
Langemark-Poelkapelle,33040,2020-06-16,0,35
Langemark-Poelkapelle,33040,2020-06-17,0,35
Langemark-Poelkapelle,33040,2020-06-18,0,35
Langemark-Poelkapelle,33040,2020-06-19,0,35
Langemark-Poelkapelle,33040,2020-06-20,0,35
Langemark-Poelkapelle,33040,2020-06-23,0,35
Langemark-Poelkapelle,33040,2020-06-24,0,35
Langemark-Poelkapelle,33040,2020-06-25,0,35
Langemark-Poelkapelle,33040,2020-06-26,0,35
Langemark-Poelkapelle,33040,2020-06-27,0,35
Langemark-Poelkapelle,33040,2020-06-30,1,36
Langemark-Poelkapelle,33040,2020-07-01,0,36
Langemark-Poelkapelle,33040,2020-07-02,0,36
Langemark-Poelkapelle,33040,2020-07-03,0,36
Langemark-Poelkapelle,33040,2020-07-04,0,36
Langemark-Poelkapelle,33040,2020-07-07,0,36
Langemark-Poelkapelle,33040,2020-07-08,0,36
Langemark-Poelkapelle,33040,2020-07-09,0,36
Langemark-Poelkapelle,33040,2020-07-10,0,36
Langemark-Poelkapelle,33040,2020-07-11,0,36
Langemark-Poelkapelle,33040,2020-07-14,0,36
Langemark-Poelkapelle,33040,2020-07-15,0,36
Langemark-Poelkapelle,33040,2020-07-16,0,36
Langemark-Poelkapelle,33040,2020-07-17,0,36
Langemark-Poelkapelle,33040,2020-07-18,0,36
Langemark-Poelkapelle,33040,2020-07-20,0,36
Langemark-Poelkapelle,33040,2020-07-21,0,36
Langemark-Poelkapelle,33040,2020-07-22,0,36
Langemark-Poelkapelle,33040,2020-07-23,0,36
Langemark-Poelkapelle,33040,2020-07-24,0,36
Langemark-Poelkapelle,33040,2020-07-25,0,36
Langemark-Poelkapelle,33040,2020-07-26,0,36
Langemark-Poelkapelle,33040,2020-07-27,1,37
Langemark-Poelkapelle,33040,2020-07-28,0,37
Langemark-Poelkapelle,33040,2020-07-29,1,38
Langemark-Poelkapelle,33040,2020-07-30,0,38
Langemark-Poelkapelle,33040,2020-07-31,1,39
Langemark-Poelkapelle,33040,2020-08-01,0,39
Langemark-Poelkapelle,33040,2020-08-02,1,40
Langemark-Poelkapelle,33040,2020-08-03,0,40
Langemark-Poelkapelle,33040,2020-08-04,0,40
Langemark-Poelkapelle,33040,2020-08-05,0,40
Langemark-Poelkapelle,33040,2020-08-06,0,40
Langemark-Poelkapelle,33040,2020-08-07,0,40
Langemark-Poelkapelle,33040,2020-08-08,3,43
Langemark-Poelkapelle,33040,2020-08-09,0,43
Langemark-Poelkapelle,33040,2020-08-10,0,43
Langemark-Poelkapelle,33040,2020-08-11,0,43
Langemark-Poelkapelle,33040,2020-08-12,1,44
Langemark-Poelkapelle,33040,2020-08-13,0,44
Langemark-Poelkapelle,33040,2020-08-14,1,45
Langemark-Poelkapelle,33040,2020-08-15,0,45
Langemark-Poelkapelle,33040,2020-08-16,0,45
Langemark-Poelkapelle,33040,2020-08-17,0,45
Langemark-Poelkapelle,33040,2020-08-18,0,45
Langemark-Poelkapelle,33040,2020-08-19,0,45
Langemark-Poelkapelle,33040,2020-08-20,0,45
Langemark-Poelkapelle,33040,2020-08-21,0,45
Langemark-Poelkapelle,33040,2020-08-22,1,46
Langemark-Poelkapelle,33040,2020-08-23,0,46
Langemark-Poelkapelle,33040,2020-08-24,0,46
Langemark-Poelkapelle,33040,2020-08-25,0,46
Langemark-Poelkapelle,33040,2020-08-26,0,46
Langemark-Poelkapelle,33040,2020-08-27,0,46
Langemark-Poelkapelle,33040,2020-08-28,0,46
Langemark-Poelkapelle,33040,2020-08-29,0,46
Langemark-Poelkapelle,33040,2020-08-30,0,46
Langemark-Poelkapelle,33040,2020-08-31,0,46
Langemark-Poelkapelle,33040,2020-09-01,0,46
Langemark-Poelkapelle,33040,2020-09-02,0,46
Langemark-Poelkapelle,33040,2020-09-03,0,46
Langemark-Poelkapelle,33040,2020-09-04,0,46
Langemark-Poelkapelle,33040,2020-09-05,0,46
Langemark-Poelkapelle,33040,2020-09-06,0,46
Langemark-Poelkapelle,33040,2020-09-07,0,46
Langemark-Poelkapelle,33040,2020-09-08,0,46
Langemark-Poelkapelle,33040,2020-09-09,0,46
Langemark-Poelkapelle,33040,2020-09-10,0,46
Langemark-Poelkapelle,33040,2020-09-11,0,46
Langemark-Poelkapelle,33040,2020-09-12,0,46
Langemark-Poelkapelle,33040,2020-09-13,0,46
Langemark-Poelkapelle,33040,2020-09-14,0,46
Langemark-Poelkapelle,33040,2020-09-15,0,46
Langemark-Poelkapelle,33040,2020-09-16,1,47
Langemark-Poelkapelle,33040,2020-09-17,0,47
Langemark-Poelkapelle,33040,2020-09-18,1,48
Langemark-Poelkapelle,33040,2020-09-19,0,48
Langemark-Poelkapelle,33040,2020-09-20,0,48
Langemark-Poelkapelle,33040,2020-09-21,0,48
Langemark-Poelkapelle,33040,2020-09-22,1,49
Langemark-Poelkapelle,33040,2020-09-23,0,49
Langemark-Poelkapelle,33040,2020-09-24,0,49
Langemark-Poelkapelle,33040,2020-09-25,0,49
Langemark-Poelkapelle,33040,2020-09-26,0,49
Langemark-Poelkapelle,33040,2020-09-27,0,49
Langemark-Poelkapelle,33040,2020-09-28,1,50
Langemark-Poelkapelle,33040,2020-09-29,0,50
Langemark-Poelkapelle,33040,2020-09-30,1,51
Langemark-Poelkapelle,33040,2020-10-01,0,51
Langemark-Poelkapelle,33040,2020-10-02,0,51
Langemark-Poelkapelle,33040,2020-10-03,1,52
Langemark-Poelkapelle,33040,2020-10-04,3,55
Langemark-Poelkapelle,33040,2020-10-05,5,60
Langemark-Poelkapelle,33040,2020-10-06,1,61
Langemark-Poelkapelle,33040,2020-10-07,0,61
Langemark-Poelkapelle,33040,2020-10-08,4,65
Langemark-Poelkapelle,33040,2020-10-09,0,65
Langemark-Poelkapelle,33040,2020-10-10,3,68
Langemark-Poelkapelle,33040,2020-10-11,11,79
