city,nis,date,delta,total
Turnhout,13040,2020-04-06,2,45
Turnhout,13040,2020-04-07,1,46
Turnhout,13040,2020-04-08,1,47
Turnhout,13040,2020-04-09,4,51
Turnhout,13040,2020-04-10,2,53
Turnhout,13040,2020-04-11,1,54
Turnhout,13040,2020-04-12,1,55
Turnhout,13040,2020-04-13,3,58
Turnhout,13040,2020-04-14,0,58
Turnhout,13040,2020-04-15,3,61
Turnhout,13040,2020-04-16,0,61
Turnhout,13040,2020-04-17,2,63
Turnhout,13040,2020-04-18,1,64
Turnhout,13040,2020-04-19,1,65
Turnhout,13040,2020-04-20,7,72
Turnhout,13040,2020-04-21,0,72
Turnhout,13040,2020-04-22,0,72
Turnhout,13040,2020-04-23,0,72
Turnhout,13040,2020-04-24,7,79
Turnhout,13040,2020-04-25,0,79
Turnhout,13040,2020-04-26,0,79
Turnhout,13040,2020-04-27,0,79
Turnhout,13040,2020-04-28,1,80
Turnhout,13040,2020-04-29,0,80
Turnhout,13040,2020-04-30,17,97
Turnhout,13040,2020-05-01,3,100
Turnhout,13040,2020-05-02,7,107
Turnhout,13040,2020-05-03,1,108
Turnhout,13040,2020-05-04,4,112
Turnhout,13040,2020-05-05,0,112
Turnhout,13040,2020-05-06,2,114
Turnhout,13040,2020-05-07,8,122
Turnhout,13040,2020-05-08,5,127
Turnhout,13040,2020-05-09,0,127
Turnhout,13040,2020-05-10,1,128
Turnhout,13040,2020-05-11,7,135
Turnhout,13040,2020-05-12,1,136
Turnhout,13040,2020-05-13,1,137
Turnhout,13040,2020-05-14,2,139
Turnhout,13040,2020-05-15,1,140
Turnhout,13040,2020-05-16,0,140
Turnhout,13040,2020-05-17,0,140
Turnhout,13040,2020-05-18,0,140
Turnhout,13040,2020-05-19,2,142
Turnhout,13040,2020-05-20,1,143
Turnhout,13040,2020-05-21,4,147
Turnhout,13040,2020-05-22,0,147
Turnhout,13040,2020-05-23,0,147
Turnhout,13040,2020-05-24,12,159
Turnhout,13040,2020-05-25,0,159
Turnhout,13040,2020-05-26,1,160
Turnhout,13040,2020-05-27,2,162
Turnhout,13040,2020-05-28,2,164
Turnhout,13040,2020-05-29,3,167
Turnhout,13040,2020-05-30,0,167
Turnhout,13040,2020-05-31,2,169
Turnhout,13040,2020-06-01,0,169
Turnhout,13040,2020-06-02,0,169
Turnhout,13040,2020-06-03,0,169
Turnhout,13040,2020-06-04,1,170
Turnhout,13040,2020-06-05,0,170
Turnhout,13040,2020-06-06,2,172
Turnhout,13040,2020-06-07,1,173
Turnhout,13040,2020-06-08,1,174
Turnhout,13040,2020-06-09,1,175
Turnhout,13040,2020-06-10,0,175
Turnhout,13040,2020-06-11,1,176
Turnhout,13040,2020-06-12,0,176
Turnhout,13040,2020-06-13,0,176
Turnhout,13040,2020-06-14,0,176
Turnhout,13040,2020-06-15,0,176
Turnhout,13040,2020-06-16,0,176
Turnhout,13040,2020-06-17,1,177
Turnhout,13040,2020-06-18,0,177
Turnhout,13040,2020-06-19,1,178
Turnhout,13040,2020-06-20,2,180
Turnhout,13040,2020-06-23,4,184
Turnhout,13040,2020-06-24,0,184
Turnhout,13040,2020-06-25,1,185
Turnhout,13040,2020-06-26,1,186
Turnhout,13040,2020-06-27,0,186
Turnhout,13040,2020-06-30,2,188
Turnhout,13040,2020-07-01,0,188
Turnhout,13040,2020-07-02,0,188
Turnhout,13040,2020-07-03,1,189
Turnhout,13040,2020-07-04,0,189
Turnhout,13040,2020-07-07,0,189
Turnhout,13040,2020-07-08,0,189
Turnhout,13040,2020-07-09,0,189
Turnhout,13040,2020-07-10,2,191
Turnhout,13040,2020-07-11,0,191
Turnhout,13040,2020-07-14,0,191
Turnhout,13040,2020-07-15,0,191
Turnhout,13040,2020-07-16,1,192
Turnhout,13040,2020-07-17,0,192
Turnhout,13040,2020-07-18,1,193
Turnhout,13040,2020-07-20,2,195
Turnhout,13040,2020-07-21,0,195
Turnhout,13040,2020-07-22,0,195
Turnhout,13040,2020-07-23,5,200
Turnhout,13040,2020-07-24,0,200
Turnhout,13040,2020-07-25,3,203
Turnhout,13040,2020-07-26,1,204
Turnhout,13040,2020-07-27,0,204
Turnhout,13040,2020-07-28,1,205
Turnhout,13040,2020-07-29,0,205
Turnhout,13040,2020-07-30,4,209
Turnhout,13040,2020-07-31,3,212
Turnhout,13040,2020-08-01,0,212
Turnhout,13040,2020-08-02,0,212
Turnhout,13040,2020-08-03,1,213
Turnhout,13040,2020-08-04,0,213
Turnhout,13040,2020-08-05,0,213
Turnhout,13040,2020-08-06,3,216
Turnhout,13040,2020-08-07,0,216
Turnhout,13040,2020-08-08,0,216
Turnhout,13040,2020-08-09,3,219
Turnhout,13040,2020-08-10,4,223
Turnhout,13040,2020-08-11,0,223
Turnhout,13040,2020-08-12,0,223
Turnhout,13040,2020-08-13,3,226
Turnhout,13040,2020-08-14,2,228
Turnhout,13040,2020-08-15,0,228
Turnhout,13040,2020-08-16,0,228
Turnhout,13040,2020-08-17,1,229
Turnhout,13040,2020-08-18,0,229
Turnhout,13040,2020-08-19,3,232
Turnhout,13040,2020-08-20,2,234
Turnhout,13040,2020-08-21,2,236
Turnhout,13040,2020-08-22,3,239
Turnhout,13040,2020-08-23,4,243
Turnhout,13040,2020-08-24,2,245
Turnhout,13040,2020-08-25,2,247
Turnhout,13040,2020-08-26,7,254
Turnhout,13040,2020-08-27,1,255
Turnhout,13040,2020-08-28,2,257
Turnhout,13040,2020-08-29,0,257
Turnhout,13040,2020-08-30,0,257
Turnhout,13040,2020-08-31,0,257
Turnhout,13040,2020-09-01,4,261
Turnhout,13040,2020-09-02,0,261
Turnhout,13040,2020-09-03,0,261
Turnhout,13040,2020-09-04,2,263
Turnhout,13040,2020-09-05,2,265
Turnhout,13040,2020-09-06,3,268
Turnhout,13040,2020-09-07,2,270
Turnhout,13040,2020-09-08,0,270
Turnhout,13040,2020-09-09,3,273
Turnhout,13040,2020-09-10,0,273
Turnhout,13040,2020-09-11,0,273
Turnhout,13040,2020-09-12,0,273
Turnhout,13040,2020-09-13,1,274
Turnhout,13040,2020-09-14,0,274
Turnhout,13040,2020-09-15,10,284
Turnhout,13040,2020-09-16,0,284
Turnhout,13040,2020-09-17,1,285
Turnhout,13040,2020-09-18,6,291
Turnhout,13040,2020-09-19,0,291
Turnhout,13040,2020-09-20,6,297
Turnhout,13040,2020-09-21,3,300
Turnhout,13040,2020-09-22,7,307
Turnhout,13040,2020-09-23,3,310
Turnhout,13040,2020-09-24,3,313
Turnhout,13040,2020-09-25,0,313
Turnhout,13040,2020-09-26,9,322
Turnhout,13040,2020-09-27,11,333
Turnhout,13040,2020-09-28,4,337
Turnhout,13040,2020-09-29,7,344
Turnhout,13040,2020-09-30,5,349
Turnhout,13040,2020-10-01,1,350
Turnhout,13040,2020-10-02,6,356
Turnhout,13040,2020-10-03,13,369
Turnhout,13040,2020-10-04,3,372
Turnhout,13040,2020-10-05,7,379
Turnhout,13040,2020-10-06,2,381
Turnhout,13040,2020-10-07,7,388
Turnhout,13040,2020-10-08,6,394
Turnhout,13040,2020-10-09,8,402
Turnhout,13040,2020-10-10,8,410
Turnhout,13040,2020-10-11,18,428
Turnhout,13040,2020-10-12,12,440
Turnhout,13040,2020-10-13,11,451
Turnhout,13040,2020-10-14,11,462
Turnhout,13040,2020-10-15,22,484
Turnhout,13040,2020-10-16,16,500
Turnhout,13040,2020-10-17,8,508
Turnhout,13040,2020-10-18,19,527
Turnhout,13040,2020-10-19,11,538
Turnhout,13040,2020-10-20,8,546
Turnhout,13040,2020-10-21,11,557
Turnhout,13040,2020-10-22,4,561
Turnhout,13040,2020-10-23,37,598
Turnhout,13040,2020-10-24,19,617
Turnhout,13040,2020-10-25,24,641
Turnhout,13040,2020-10-26,30,671
Turnhout,13040,2020-10-27,30,701
Turnhout,13040,2020-10-28,24,725
Turnhout,13040,2020-10-29,34,759
Turnhout,13040,2020-10-30,48,807
Turnhout,13040,2020-10-31,33,840
Turnhout,13040,2020-11-01,39,879
Turnhout,13040,2020-11-02,37,916
Turnhout,13040,2020-11-03,18,934
Turnhout,13040,2020-11-04,30,964
Turnhout,13040,2020-11-05,34,998
Turnhout,13040,2020-11-06,32,1030
Turnhout,13040,2020-11-07,24,1054
Turnhout,13040,2020-11-08,15,1069
Turnhout,13040,2020-11-09,27,1096
Turnhout,13040,2020-11-10,5,1101
Turnhout,13040,2020-11-11,6,1107
Vorselaar,13044,2020-04-01,0,7
Vorselaar,13044,2020-04-02,0,7
Vorselaar,13044,2020-04-03,0,7
Vorselaar,13044,2020-04-04,4,11
Vorselaar,13044,2020-04-05,1,12
Vorselaar,13044,2020-04-06,1,13
Vorselaar,13044,2020-04-07,0,13
Vorselaar,13044,2020-04-08,1,14
Vorselaar,13044,2020-04-09,3,17
Vorselaar,13044,2020-04-10,0,17
Vorselaar,13044,2020-04-11,2,19
Vorselaar,13044,2020-04-12,0,19
Vorselaar,13044,2020-04-13,2,21
Vorselaar,13044,2020-04-14,0,21
Vorselaar,13044,2020-04-15,1,22
Vorselaar,13044,2020-04-16,0,22
Vorselaar,13044,2020-04-17,0,22
Vorselaar,13044,2020-04-18,0,22
Vorselaar,13044,2020-04-19,3,25
Vorselaar,13044,2020-04-20,0,25
Vorselaar,13044,2020-04-21,0,25
Vorselaar,13044,2020-04-22,0,25
Vorselaar,13044,2020-04-23,0,25
Vorselaar,13044,2020-04-24,1,26
Vorselaar,13044,2020-04-25,1,27
Vorselaar,13044,2020-04-26,0,27
Vorselaar,13044,2020-04-27,0,27
Vorselaar,13044,2020-04-28,0,27
Vorselaar,13044,2020-04-29,0,27
Vorselaar,13044,2020-04-30,2,29
Vorselaar,13044,2020-05-01,0,29
Vorselaar,13044,2020-05-02,1,30
Vorselaar,13044,2020-05-03,0,30
Vorselaar,13044,2020-05-04,1,31
Vorselaar,13044,2020-05-05,1,32
Vorselaar,13044,2020-05-06,0,32
Vorselaar,13044,2020-05-07,1,33
Vorselaar,13044,2020-05-08,0,33
Vorselaar,13044,2020-05-09,0,33
Vorselaar,13044,2020-05-10,0,33
Vorselaar,13044,2020-05-11,0,33
Vorselaar,13044,2020-05-12,0,33
Vorselaar,13044,2020-05-13,0,33
Vorselaar,13044,2020-05-14,0,33
Vorselaar,13044,2020-05-15,0,33
Vorselaar,13044,2020-05-16,1,34
Vorselaar,13044,2020-05-17,0,34
Vorselaar,13044,2020-05-18,1,35
Vorselaar,13044,2020-05-19,1,36
Vorselaar,13044,2020-05-20,0,36
Vorselaar,13044,2020-05-21,1,37
Vorselaar,13044,2020-05-22,0,37
Vorselaar,13044,2020-05-23,0,37
Vorselaar,13044,2020-05-24,0,37
Vorselaar,13044,2020-05-25,2,39
Vorselaar,13044,2020-05-26,0,39
Vorselaar,13044,2020-05-27,0,39
Vorselaar,13044,2020-05-28,0,39
Vorselaar,13044,2020-05-29,0,39
Vorselaar,13044,2020-05-30,0,39
Vorselaar,13044,2020-05-31,0,39
Vorselaar,13044,2020-06-01,0,39
Vorselaar,13044,2020-06-02,0,39
Vorselaar,13044,2020-06-03,0,39
Vorselaar,13044,2020-06-04,0,39
Vorselaar,13044,2020-06-05,0,39
Vorselaar,13044,2020-06-06,0,39
Vorselaar,13044,2020-06-07,0,39
Vorselaar,13044,2020-06-08,0,39
Vorselaar,13044,2020-06-09,0,39
Vorselaar,13044,2020-06-10,0,39
Vorselaar,13044,2020-06-11,0,39
Vorselaar,13044,2020-06-12,0,39
Vorselaar,13044,2020-06-13,0,39
Vorselaar,13044,2020-06-14,0,39
Vorselaar,13044,2020-06-15,0,39
Vorselaar,13044,2020-06-16,0,39
Vorselaar,13044,2020-06-17,1,40
Vorselaar,13044,2020-06-18,0,40
Vorselaar,13044,2020-06-19,0,40
Vorselaar,13044,2020-06-20,0,40
Vorselaar,13044,2020-06-23,0,40
Vorselaar,13044,2020-06-24,0,40
Vorselaar,13044,2020-06-25,0,40
Vorselaar,13044,2020-06-26,0,40
Vorselaar,13044,2020-06-27,1,41
Vorselaar,13044,2020-06-30,0,41
Vorselaar,13044,2020-07-01,0,41
Vorselaar,13044,2020-07-02,0,41
Vorselaar,13044,2020-07-03,0,41
Vorselaar,13044,2020-07-04,0,41
Vorselaar,13044,2020-07-07,0,41
Vorselaar,13044,2020-07-08,0,41
Vorselaar,13044,2020-07-09,0,41
Vorselaar,13044,2020-07-10,0,41
Vorselaar,13044,2020-07-11,0,41
Vorselaar,13044,2020-07-14,0,41
Vorselaar,13044,2020-07-15,0,41
Vorselaar,13044,2020-07-16,0,41
Vorselaar,13044,2020-07-17,0,41
Vorselaar,13044,2020-07-18,0,41
Vorselaar,13044,2020-07-20,0,41
Vorselaar,13044,2020-07-21,0,41
Vorselaar,13044,2020-07-22,0,41
Vorselaar,13044,2020-07-23,0,41
Vorselaar,13044,2020-07-24,0,41
Vorselaar,13044,2020-07-25,0,41
Vorselaar,13044,2020-07-26,1,42
Vorselaar,13044,2020-07-27,1,43
Vorselaar,13044,2020-07-28,2,45
Vorselaar,13044,2020-07-29,0,45
Vorselaar,13044,2020-07-30,0,45
Vorselaar,13044,2020-07-31,0,45
Vorselaar,13044,2020-08-01,0,45
Vorselaar,13044,2020-08-02,0,45
Vorselaar,13044,2020-08-03,0,45
Vorselaar,13044,2020-08-04,0,45
Vorselaar,13044,2020-08-05,0,45
Vorselaar,13044,2020-08-06,0,45
Vorselaar,13044,2020-08-07,0,45
Vorselaar,13044,2020-08-08,0,45
Vorselaar,13044,2020-08-09,0,45
Vorselaar,13044,2020-08-10,0,45
Vorselaar,13044,2020-08-11,0,45
Vorselaar,13044,2020-08-12,0,45
Vorselaar,13044,2020-08-13,0,45
Vorselaar,13044,2020-08-14,0,45
Vorselaar,13044,2020-08-15,0,45
Vorselaar,13044,2020-08-16,0,45
Vorselaar,13044,2020-08-17,0,45
Vorselaar,13044,2020-08-18,0,45
Vorselaar,13044,2020-08-19,0,45
Vorselaar,13044,2020-08-20,0,45
Vorselaar,13044,2020-08-21,1,46
Vorselaar,13044,2020-08-22,1,47
Vorselaar,13044,2020-08-23,0,47
Vorselaar,13044,2020-08-24,0,47
Vorselaar,13044,2020-08-25,0,47
Vorselaar,13044,2020-08-26,0,47
Vorselaar,13044,2020-08-27,0,47
Vorselaar,13044,2020-08-28,0,47
Vorselaar,13044,2020-08-29,0,47
Vorselaar,13044,2020-08-30,0,47
Vorselaar,13044,2020-08-31,0,47
Vorselaar,13044,2020-09-01,0,47
Vorselaar,13044,2020-09-02,0,47
Vorselaar,13044,2020-09-03,0,47
Vorselaar,13044,2020-09-04,0,47
Vorselaar,13044,2020-09-05,0,47
Vorselaar,13044,2020-09-06,0,47
Vorselaar,13044,2020-09-07,0,47
Vorselaar,13044,2020-09-08,0,47
Vorselaar,13044,2020-09-09,0,47
Vorselaar,13044,2020-09-10,0,47
Vorselaar,13044,2020-09-11,0,47
Vorselaar,13044,2020-09-12,0,47
Vorselaar,13044,2020-09-13,0,47
Vorselaar,13044,2020-09-14,0,47
Vorselaar,13044,2020-09-15,0,47
Vorselaar,13044,2020-09-16,0,47
Vorselaar,13044,2020-09-17,0,47
Vorselaar,13044,2020-09-18,0,47
Vorselaar,13044,2020-09-19,0,47
Vorselaar,13044,2020-09-20,0,47
Vorselaar,13044,2020-09-21,0,47
Vorselaar,13044,2020-09-22,0,47
Vorselaar,13044,2020-09-23,0,47
Vorselaar,13044,2020-09-24,0,47
Vorselaar,13044,2020-09-25,0,47
Vorselaar,13044,2020-09-26,0,47
Vorselaar,13044,2020-09-27,0,47
Vorselaar,13044,2020-09-28,0,47
Vorselaar,13044,2020-09-29,0,47
Vorselaar,13044,2020-09-30,1,48
Vorselaar,13044,2020-10-01,0,48
Vorselaar,13044,2020-10-02,0,48
Vorselaar,13044,2020-10-03,0,48
Vorselaar,13044,2020-10-04,1,49
Vorselaar,13044,2020-10-05,0,49
Vorselaar,13044,2020-10-06,0,49
Vorselaar,13044,2020-10-07,0,49
Vorselaar,13044,2020-10-08,0,49
Vorselaar,13044,2020-10-09,1,50
Vorselaar,13044,2020-10-10,0,50
Vorselaar,13044,2020-10-11,1,51
Vorselaar,13044,2020-10-12,0,51
Vorselaar,13044,2020-10-13,0,51
Vorselaar,13044,2020-10-14,2,53
Vorselaar,13044,2020-10-15,3,56
Vorselaar,13044,2020-10-16,4,60
Vorselaar,13044,2020-10-17,3,63
Vorselaar,13044,2020-10-18,2,65
Vorselaar,13044,2020-10-19,2,67
Vorselaar,13044,2020-10-20,3,70
Vorselaar,13044,2020-10-21,3,73
Vorselaar,13044,2020-10-22,2,75
Vorselaar,13044,2020-10-23,11,86
Vorselaar,13044,2020-10-24,7,93
Vorselaar,13044,2020-10-25,8,101
Vorselaar,13044,2020-10-26,7,108
Vorselaar,13044,2020-10-27,8,116
Vorselaar,13044,2020-10-28,11,127
Vorselaar,13044,2020-10-29,6,133
Vorselaar,13044,2020-10-30,9,142
Vorselaar,13044,2020-10-31,8,150
Vorselaar,13044,2020-11-01,2,152
Vorselaar,13044,2020-11-02,10,162
Vorselaar,13044,2020-11-03,1,163
Vorselaar,13044,2020-11-04,1,164
Vorselaar,13044,2020-11-05,6,170
Vorselaar,13044,2020-11-06,2,172
Vorselaar,13044,2020-11-07,7,179
Vorselaar,13044,2020-11-08,2,181
Vorselaar,13044,2020-11-09,0,181
Vorselaar,13044,2020-11-10,0,181
Vorselaar,13044,2020-11-11,2,183
Vosselaar,13046,2020-04-01,1,13
Vosselaar,13046,2020-04-02,0,13
Vosselaar,13046,2020-04-03,0,13
Vosselaar,13046,2020-04-04,1,14
Vosselaar,13046,2020-04-05,0,14
Vosselaar,13046,2020-04-06,0,14
Vosselaar,13046,2020-04-07,0,14
Vosselaar,13046,2020-04-08,0,14
Vosselaar,13046,2020-04-09,1,15
Vosselaar,13046,2020-04-10,0,15
Vosselaar,13046,2020-04-11,0,15
Vosselaar,13046,2020-04-12,1,16
Vosselaar,13046,2020-04-13,0,16
Vosselaar,13046,2020-04-14,0,16
Vosselaar,13046,2020-04-15,3,19
Vosselaar,13046,2020-04-16,0,19
Vosselaar,13046,2020-04-17,0,19
Vosselaar,13046,2020-04-18,1,20
Vosselaar,13046,2020-04-19,1,21
Vosselaar,13046,2020-04-20,1,22
Vosselaar,13046,2020-04-21,0,22
Vosselaar,13046,2020-04-22,0,22
Vosselaar,13046,2020-04-23,0,22
Vosselaar,13046,2020-04-24,0,22
Vosselaar,13046,2020-04-25,0,22
Vosselaar,13046,2020-04-26,1,23
Vosselaar,13046,2020-04-27,0,23
Vosselaar,13046,2020-04-28,1,24
Vosselaar,13046,2020-04-29,0,24
Vosselaar,13046,2020-04-30,3,27
Vosselaar,13046,2020-05-01,1,28
Vosselaar,13046,2020-05-02,2,30
Vosselaar,13046,2020-05-03,0,30
Vosselaar,13046,2020-05-04,2,32
Vosselaar,13046,2020-05-05,0,32
Vosselaar,13046,2020-05-06,1,33
Vosselaar,13046,2020-05-07,1,34
Vosselaar,13046,2020-05-08,1,35
Vosselaar,13046,2020-05-09,0,35
Vosselaar,13046,2020-05-10,0,35
Vosselaar,13046,2020-05-11,1,36
Vosselaar,13046,2020-05-12,1,37
Vosselaar,13046,2020-05-13,0,37
Vosselaar,13046,2020-05-14,3,40
Vosselaar,13046,2020-05-15,0,40
Vosselaar,13046,2020-05-16,0,40
Vosselaar,13046,2020-05-17,1,41
Vosselaar,13046,2020-05-18,0,41
Vosselaar,13046,2020-05-19,0,41
Vosselaar,13046,2020-05-20,0,41
Vosselaar,13046,2020-05-21,3,44
Vosselaar,13046,2020-05-22,0,44
Vosselaar,13046,2020-05-23,0,44
Vosselaar,13046,2020-05-24,0,44
Vosselaar,13046,2020-05-25,0,44
Vosselaar,13046,2020-05-26,1,45
Vosselaar,13046,2020-05-27,0,45
Vosselaar,13046,2020-05-28,0,45
Vosselaar,13046,2020-05-29,1,46
Vosselaar,13046,2020-05-30,0,46
Vosselaar,13046,2020-05-31,2,48
Vosselaar,13046,2020-06-01,0,48
Vosselaar,13046,2020-06-02,0,48
Vosselaar,13046,2020-06-03,0,48
Vosselaar,13046,2020-06-04,0,48
Vosselaar,13046,2020-06-05,0,48
Vosselaar,13046,2020-06-06,0,48
Vosselaar,13046,2020-06-07,1,49
Vosselaar,13046,2020-06-08,0,49
Vosselaar,13046,2020-06-09,0,49
Vosselaar,13046,2020-06-10,0,49
Vosselaar,13046,2020-06-11,0,49
Vosselaar,13046,2020-06-12,0,49
Vosselaar,13046,2020-06-13,0,49
Vosselaar,13046,2020-06-14,0,49
Vosselaar,13046,2020-06-15,0,49
Vosselaar,13046,2020-06-16,0,49
Vosselaar,13046,2020-06-17,0,49
Vosselaar,13046,2020-06-18,0,49
Vosselaar,13046,2020-06-19,0,49
Vosselaar,13046,2020-06-20,0,49
Vosselaar,13046,2020-06-23,0,49
Vosselaar,13046,2020-06-24,0,49
Vosselaar,13046,2020-06-25,0,49
Vosselaar,13046,2020-06-26,0,49
Vosselaar,13046,2020-06-27,0,49
Vosselaar,13046,2020-06-30,0,49
Vosselaar,13046,2020-07-01,0,49
Vosselaar,13046,2020-07-02,0,49
Vosselaar,13046,2020-07-03,0,49
Vosselaar,13046,2020-07-04,1,50
Vosselaar,13046,2020-07-07,0,50
Vosselaar,13046,2020-07-08,0,50
Vosselaar,13046,2020-07-09,0,50
Vosselaar,13046,2020-07-10,0,50
Vosselaar,13046,2020-07-11,0,50
Vosselaar,13046,2020-07-14,0,50
Vosselaar,13046,2020-07-15,0,50
Vosselaar,13046,2020-07-16,0,50
Vosselaar,13046,2020-07-17,2,52
Vosselaar,13046,2020-07-18,0,52
Vosselaar,13046,2020-07-20,0,52
Vosselaar,13046,2020-07-21,0,52
Vosselaar,13046,2020-07-22,0,52
Vosselaar,13046,2020-07-23,0,52
Vosselaar,13046,2020-07-24,0,52
Vosselaar,13046,2020-07-25,0,52
Vosselaar,13046,2020-07-26,0,52
Vosselaar,13046,2020-07-27,0,52
Vosselaar,13046,2020-07-28,0,52
Vosselaar,13046,2020-07-29,0,52
Vosselaar,13046,2020-07-30,1,53
Vosselaar,13046,2020-07-31,1,54
Vosselaar,13046,2020-08-01,0,54
Vosselaar,13046,2020-08-02,0,54
Vosselaar,13046,2020-08-03,1,55
Vosselaar,13046,2020-08-04,0,55
Vosselaar,13046,2020-08-05,3,58
Vosselaar,13046,2020-08-06,2,60
Vosselaar,13046,2020-08-07,0,60
Vosselaar,13046,2020-08-08,1,61
Vosselaar,13046,2020-08-09,0,61
Vosselaar,13046,2020-08-10,1,62
Vosselaar,13046,2020-08-11,0,62
Vosselaar,13046,2020-08-12,0,62
Vosselaar,13046,2020-08-13,0,62
Vosselaar,13046,2020-08-14,0,62
Vosselaar,13046,2020-08-15,0,62
Vosselaar,13046,2020-08-16,0,62
Vosselaar,13046,2020-08-17,0,62
Vosselaar,13046,2020-08-18,0,62
Vosselaar,13046,2020-08-19,0,62
Vosselaar,13046,2020-08-20,0,62
Vosselaar,13046,2020-08-21,0,62
Vosselaar,13046,2020-08-22,0,62
Vosselaar,13046,2020-08-23,0,62
Vosselaar,13046,2020-08-24,0,62
Vosselaar,13046,2020-08-25,0,62
Vosselaar,13046,2020-08-26,0,62
Vosselaar,13046,2020-08-27,0,62
Vosselaar,13046,2020-08-28,0,62
Vosselaar,13046,2020-08-29,0,62
Vosselaar,13046,2020-08-30,0,62
Vosselaar,13046,2020-08-31,0,62
Vosselaar,13046,2020-09-01,0,62
Vosselaar,13046,2020-09-02,0,62
Vosselaar,13046,2020-09-03,0,62
Vosselaar,13046,2020-09-04,1,63
Vosselaar,13046,2020-09-05,0,63
Vosselaar,13046,2020-09-06,0,63
Vosselaar,13046,2020-09-07,0,63
Vosselaar,13046,2020-09-08,0,63
Vosselaar,13046,2020-09-09,0,63
Vosselaar,13046,2020-09-10,0,63
Vosselaar,13046,2020-09-11,0,63
Vosselaar,13046,2020-09-12,0,63
Vosselaar,13046,2020-09-13,0,63
Vosselaar,13046,2020-09-14,0,63
Vosselaar,13046,2020-09-15,0,63
Vosselaar,13046,2020-09-16,0,63
Vosselaar,13046,2020-09-17,0,63
Vosselaar,13046,2020-09-18,0,63
Vosselaar,13046,2020-09-19,1,64
Vosselaar,13046,2020-09-20,0,64
Vosselaar,13046,2020-09-21,3,67
Vosselaar,13046,2020-09-22,0,67
Vosselaar,13046,2020-09-23,1,68
Vosselaar,13046,2020-09-24,0,68
Vosselaar,13046,2020-09-25,0,68
Vosselaar,13046,2020-09-26,1,69
Vosselaar,13046,2020-09-27,0,69
Vosselaar,13046,2020-09-28,0,69
Vosselaar,13046,2020-09-29,0,69
Vosselaar,13046,2020-09-30,0,69
Vosselaar,13046,2020-10-01,0,69
Vosselaar,13046,2020-10-02,0,69
Vosselaar,13046,2020-10-03,1,70
Vosselaar,13046,2020-10-04,0,70
Vosselaar,13046,2020-10-05,3,73
Vosselaar,13046,2020-10-06,0,73
Vosselaar,13046,2020-10-07,0,73
Vosselaar,13046,2020-10-08,0,73
Vosselaar,13046,2020-10-09,2,75
Vosselaar,13046,2020-10-10,1,76
Vosselaar,13046,2020-10-11,4,80
Vosselaar,13046,2020-10-12,1,81
Vosselaar,13046,2020-10-13,4,85
Vosselaar,13046,2020-10-14,1,86
Vosselaar,13046,2020-10-15,2,88
Vosselaar,13046,2020-10-16,2,90
Vosselaar,13046,2020-10-17,4,94
Vosselaar,13046,2020-10-18,5,99
Vosselaar,13046,2020-10-19,4,103
Vosselaar,13046,2020-10-20,1,104
Vosselaar,13046,2020-10-21,6,110
Vosselaar,13046,2020-10-22,0,110
Vosselaar,13046,2020-10-23,9,119
Vosselaar,13046,2020-10-24,8,127
Vosselaar,13046,2020-10-25,6,133
Vosselaar,13046,2020-10-26,6,139
Vosselaar,13046,2020-10-27,2,141
Vosselaar,13046,2020-10-28,8,149
Vosselaar,13046,2020-10-29,5,154
Vosselaar,13046,2020-10-30,8,162
Vosselaar,13046,2020-10-31,5,167
Vosselaar,13046,2020-11-01,2,169
Vosselaar,13046,2020-11-02,4,173
Vosselaar,13046,2020-11-03,1,174
Vosselaar,13046,2020-11-04,2,176
Vosselaar,13046,2020-11-05,7,183
Vosselaar,13046,2020-11-06,6,189
Vosselaar,13046,2020-11-07,7,196
Vosselaar,13046,2020-11-08,2,198
Vosselaar,13046,2020-11-09,3,201
Vosselaar,13046,2020-11-10,4,205
Vosselaar,13046,2020-11-11,2,207
Westerlo,13049,2020-04-01,0,31
Westerlo,13049,2020-04-02,8,39
Westerlo,13049,2020-04-03,1,40
Westerlo,13049,2020-04-04,1,41
Westerlo,13049,2020-04-05,2,43
Westerlo,13049,2020-04-06,0,43
Westerlo,13049,2020-04-07,2,45
Westerlo,13049,2020-04-08,1,46
Westerlo,13049,2020-04-09,1,47
Westerlo,13049,2020-04-10,0,47
Westerlo,13049,2020-04-11,0,47
Westerlo,13049,2020-04-12,0,47
Westerlo,13049,2020-04-13,1,48
Westerlo,13049,2020-04-14,1,49
Westerlo,13049,2020-04-15,0,49
Westerlo,13049,2020-04-16,1,50
Westerlo,13049,2020-04-17,0,50
Westerlo,13049,2020-04-18,1,51
Westerlo,13049,2020-04-19,1,52
Westerlo,13049,2020-04-20,1,53
Westerlo,13049,2020-04-21,0,53
Westerlo,13049,2020-04-22,0,53
Westerlo,13049,2020-04-23,0,53
Westerlo,13049,2020-04-24,0,53
Westerlo,13049,2020-04-25,1,54
Westerlo,13049,2020-04-26,1,55
Westerlo,13049,2020-04-27,2,57
Westerlo,13049,2020-04-28,2,59
Westerlo,13049,2020-04-29,7,66
Westerlo,13049,2020-04-30,3,69
Westerlo,13049,2020-05-01,2,71
Westerlo,13049,2020-05-02,0,71
Westerlo,13049,2020-05-03,1,72
Westerlo,13049,2020-05-04,0,72
